conversation_id_str,created_at,favorite_count,full_text,id_str,image_url,in_reply_to_screen_name,lang,location,quote_count,reply_count,retweet_count,tweet_url,user_id_str,username
2051963604245811512,Wed May 06 11:07:09 +0000 2026,0,@rainYi_ii Alhamdulillah gak menyentuh pinjol sih,2051982092003901948,,rainYi_ii,in,,0,0,0,https://x.com/undefined/status/2051982092003901948,1209187218725564417,
2051963604245811512,Wed May 06 11:05:48 +0000 2026,0,@vosa0503 mau disentuh tagihan pinjol? biar langsung bangun mentalnya,2051981753448124426,,vosa0503,in,,0,1,0,https://x.com/undefined/status/2051981753448124426,1816070470296559617,
2051809787042795983,Wed May 06 11:05:16 +0000 2026,0,@msaid_didu Sangatlah mengerikan rezim presiden Prabowo ini mereka hanya mengurus perutnya sendiri maupun kelompok nya sendiri dan saat²ini pemerintah juga mengurus atau melaporkan pengkritik nya sj sedangkan rakyat nya yg terhimpit hutang PINJOL justru melakukan pembiaran ,2051981618454348119,,msaid_didu,in,,0,0,0,https://x.com/undefined/status/2051981618454348119,1451823330151976961,
2051973099760075195,Wed May 06 11:03:04 +0000 2026,0,@boroboroboris lo atmin pinjol ya pah makanya gonta ganti nomer mulu,2051981063698907535,,boroboroboris,in,,0,0,0,https://x.com/undefined/status/2051981063698907535,1984781689516933127,
2051919190446010673,Wed May 06 11:02:14 +0000 2026,0,@yappingfess Jangan coba coba pinjol deh nderrr tahan ajaaa meskipun emang pasti agak greget gabisa nonton konsernya tapi pikirin kedepannyaaa sehari tuh cepet bangett dibanding hari ke depannya kamu dihantuin dengan terror terror peminjam online tersebut,2051980856814895586,,yappingfess,in,,0,0,0,https://x.com/undefined/status/2051980856814895586,1210891832688660480,
2051978078830870965,Wed May 06 10:53:31 +0000 2026,0,Usut punya usut cenah mah yang ditegor itu mmg sindikat pinjol. Tapi kan gw gatau ya nanti orang yg gw tegor sindikat pinjol atau bukan jadi mungkin buat sekarang bersabar itu lbh baik. ,2051978662380208274,,ilmeeraz,in,,0,1,0,https://x.com/undefined/status/2051978662380208274,1856288076953464832,
2051827722771730885,Wed May 06 10:51:30 +0000 2026,0,@nael_idrx info kalo dah bisa defi loan modal ktp sama slip gaji. dari 101 triliun itu hampir semuanya tanpa kolateral dan kalau yg punya kolateral gak akan pakai pinjol yg jelas2 bunganya gak masuk akal. edukasi dulu sih yg penting buat orang2 buat info betapa bahayanya pinjol ini yg,2051978154055758037,,nael_idrx,in,,0,0,0,https://x.com/undefined/status/2051978154055758037,923665493453561856,
2051978078830870965,Wed May 06 10:51:12 +0000 2026,0,Tadi tuh baca di thread atau dimana ya lupa ada orang negur ngerokok sambil bawa motor. Trs habis itu doi di-doxx cuma dari plat nomor kendaraan. Mulai banyak masuk otp pinjol sampe diterror. Sejak saat itu gw cuma bisa misuh dan sabar kalau tbtb di belakang orang yg sambil nge,2051978078830870965,,,in,,0,1,0,https://x.com/undefined/status/2051978078830870965,1856288076953464832,
2051977592941752785,Wed May 06 10:49:16 +0000 2026,0,Guys maaf ya kalau twitku udah mulai nyeleneh dan di luar ranah pinjol Aku beneran desperate dan banyak ditekan dari pihak terdekat juga. Maaf ya guys aku jadi contoh yang jelek buat kalian. Jangan ikutin jalan aku ya! Tetap semangat dan maju terus! https://t.co/Sl1KhYbFEk,2051977592941752785,https://pbs.twimg.com/tweet_video_thumb/HHoWvZkaYAA3VR_.jpg,,in,,0,1,0,https://x.com/undefined/status/2051977592941752785,1711062329507618816,
2051975068532765057,Wed May 06 10:39:14 +0000 2026,0,Heh @so_good_ID lu hiring admin sosmed apa admin pinjol dah?? Tim PR lu jelek banget.,2051975068532765057,,,in,,0,0,0,https://x.com/undefined/status/2051975068532765057,1594773221219659776,
2051827722771730885,Wed May 06 10:39:08 +0000 2026,0,@nael_idrx memang jaminan ktp bisa narik sekian puluh juta dari crypto? orang2 tuh suka pinjol karena jaminannya hampir gak ada. beda sama defi yg harus overcollateral.,2051975040762323427,,nael_idrx,in,,0,0,0,https://x.com/undefined/status/2051975040762323427,1365735804614582273,
2051919190446010673,Wed May 06 10:36:33 +0000 2026,0,@yappingfess pelan2 coba aja dulu nabung.. jgn pinjol ya nder..,2051974392859783530,,yappingfess,in,,0,0,0,https://x.com/undefined/status/2051974392859783530,1290271232416309250,
2051972431057989996,Wed May 06 10:28:46 +0000 2026,0,Kira-kira kapann Yaa Allah dapat giliran ketemu jodoh yg seiman sekufu bertanggungjawab dapat dipercaya tidak main JudOl tidak berhubungan dg Narkoba dan wanita lain tidak punya utang piutang ke Bank atau orang lain atau PinjOl. Hamba ingin menikah yaa Allah ,2051972431057989996,,,in,,0,0,0,https://x.com/undefined/status/2051972431057989996,317103069,
2051919190446010673,Wed May 06 10:26:17 +0000 2026,2,@yappingfess Harsh truth kalo blm bisa dateng ngonser ya berarti blm mampu nder. Jangan pinjol ya. Di ekonomi yg lg chaos gini pinjol kalo buat kebutuhan tersier no banget,2051971806517665977,,yappingfess,in,,0,0,0,https://x.com/undefined/status/2051971806517665977,2026824473027162114,
2051829968456597516,Wed May 06 10:25:36 +0000 2026,1,@shazarities @Hidupsebagai62 Kak saya pernah kayagini. Di wa dc foto saya diambil dan dishare ke facebook. Saya aja ga kenal sama yg ngutang. Saya lapor ke ojk ke pihak pinjol tidak ada tanggapan. JAHAT BANGET MEMANG OKNUM DC ITU.,2051971634551193781,,shazarities,in,,0,1,0,https://x.com/undefined/status/2051971634551193781,367151128,
2051142159936692374,Wed May 06 10:24:24 +0000 2026,0,@MrMjab0001 @BANGSAygSUJUD @prabowo @AswinbaharD @achmad_joey @alwie191 @BahamasJefry @BattoAjax @ekaputranaroz @Ndons_Back @IrawanRommi @jametkunx @Kimberley_PS08 Daya beli masyarakat meroket? Tapi pake paylater buka dong data utang paylater/pinjol dan gagal bayar rakyat Indonesia seberapa besar.....,2051971332477505787,,MrMjab0001,in,,0,1,0,https://x.com/undefined/status/2051971332477505787,1613106626034282496,
2042606261481673137,Wed May 06 10:23:00 +0000 2026,0,@pinkysprinkel @matchaarey @nallucaaa PINJOL,2051970981905002871,,pinkysprinkel,en,,0,0,0,https://x.com/undefined/status/2051970981905002871,2015047512747540480,
2051970393498607701,Wed May 06 10:20:40 +0000 2026,0,TANGGAPAN OJK | Tanggapan ojk soal orderan fiktif damkar yang dilakukan dc pinjol indosaku di daerah semarang ya guys #edukasi #konsultasigratis #solusi #jokipinjolamanah #syafira_falisha https://t.co/HVcdBZfXHS,2051970393498607701,https://pbs.twimg.com/ext_tw_video_thumb/2051970306324283392/pu/img/s4PHqyNrUwo_G6RJ.jpg,,in,,0,0,0,https://x.com/undefined/status/2051970393498607701,1562859348828663808,
2051942403423216027,Wed May 06 09:16:44 +0000 2026,0,@boxxtoc @cerrudim Thankk youu by. Dibantu share ya siapa tau ada mutual kamu yg kena pinjol ,2051954307311038751,,boxxtoc,in,,0,0,0,https://x.com/undefined/status/2051954307311038751,2024676727453278208,
2051929264258523262,Wed May 06 09:13:52 +0000 2026,0,@susubear_ @SarjanaEksu @Gieehad idr melemah bahan bahan naik tinggi kena gocek bandar diserang judol pinjol damnn,2051953584716333216,,susubear_,in,,0,1,0,https://x.com/undefined/status/2051953584716333216,1722806843179950080,
2051707722937381344,Wed May 06 09:09:05 +0000 2026,0,@jinggaaraapr @chuerist U pinjol buat beli apaan dah? Nongki di cafe?,2051952380946833439,,jinggaaraapr,in,,0,0,0,https://x.com/undefined/status/2051952380946833439,1013093814091726848,
2051944153555386657,Wed May 06 09:07:11 +0000 2026,0,after i send the money she blocked me #scammer #pinpri #dapin #pinjol https://t.co/Y1kDzcKrDO,2051951903844782435,https://pbs.twimg.com/media/HHn_YIfaoAAWhH6.jpg,alxmiko28,en,,0,0,0,https://x.com/undefined/status/2051951903844782435,2037131431231840256,
2051829968456597516,Wed May 06 09:06:15 +0000 2026,0,@Hidupsebagai62 Lah ojk aja sibuk soft selling pinjol ,2051951665922859330,,Hidupsebagai62,in,,0,0,0,https://x.com/undefined/status/2051951665922859330,1887672354278678533,
2051936583851679774,Wed May 06 09:03:34 +0000 2026,1,@roy1alien infonya sih sindikat Judol Pinjol,2051950990958756145,,roy1alien,in,,0,0,0,https://x.com/undefined/status/2051950990958756145,318274209,
2051809787042795983,Wed May 06 09:00:06 +0000 2026,6,@msaid_didu @wahid118 Tetapi MENDIGI .lebih Perhatian Menanggapi KOMENTAR nya AMIEN RAIS biar Terkesan ABS Karena Terkait PS . Justru PINJOL JUDOL PORNOGRAFI yg zMenjadi Penyakit Masyarakat Tetap EKSIS !? HALO Bu MENTERI Jangan Takut di RESUFFLE karena Tidak ikut ABS !,2051950119243956416,,msaid_didu,in,,0,0,1,https://x.com/undefined/status/2051950119243956416,2594547277,
2051891853847568758,Wed May 06 08:59:11 +0000 2026,0,@Tanpa_Pengikut Pinjol bank resmi sama aja ya,2051949888901194136,,Tanpa_Pengikut,in,,0,1,0,https://x.com/undefined/status/2051949888901194136,1031420690505785349,
2051949249735356460,Wed May 06 08:56:39 +0000 2026,0,Pa maaf kami tdk bs terima pengajuan pinjaman Bp lagi. Krn bp sdh 2x meminjam tapi bp melunasinya sebelum jatuh tempo Lah bukannya bagus melunasi paylater sebelum jatuh tempo Dasar pinjol keknya seneng liat orang susah ,2051949249735356460,,,in,,0,0,0,https://x.com/undefined/status/2051949249735356460,716562849267494912,
2051827722771730885,Wed May 06 08:52:49 +0000 2026,0,@nael_idrx @kynmngla Ngapain pinjol coba jual aja usdt di cex lokal rugi dong minjem di aave bayar pas ke bank juga kena pph,2051948286316261727,,nael_idrx,in,,0,0,0,https://x.com/undefined/status/2051948286316261727,432337052,
2051947622626455913,Wed May 06 08:50:11 +0000 2026,0,beneran dikejar pinjol kayanya (dg nada bercanda),2051947622626455913,,,in,,0,1,0,https://x.com/undefined/status/2051947622626455913,1912092061228212225,
2051891853847568758,Wed May 06 08:49:55 +0000 2026,0,@Hidupsebagai62 Melebihi sistem pinjol,2051947556759101737,,Hidupsebagai62,in,,0,1,0,https://x.com/undefined/status/2051947556759101737,1949835933198729216,
2051827722771730885,Wed May 06 08:48:07 +0000 2026,0,@nael_idrx bro defi itu butuh collateral lu tau tapi pura2 gak tau njier . pinjol modal ktp aja beres,2051947104680190192,,nael_idrx,in,,0,0,0,https://x.com/undefined/status/2051947104680190192,303571821,
2051919190446010673,Wed May 06 08:46:20 +0000 2026,0,@yappingfess Relain konser ini jangan pinjol. Jadiin motivasi buat nabung semoga bisa nonton konser impian ditahun yg akan datang,2051946656527220744,,yappingfess,in,,0,0,0,https://x.com/undefined/status/2051946656527220744,174232222,
2051942403423216027,Wed May 06 08:45:12 +0000 2026,0,@bismillahyuk_ lah baru aja ngalamin ini d kirim poto surat yg g ada ket nama pinjol dan g ada kop surat PT juga keliatan bgt pengecut nya https://t.co/LnxAim8n8g,2051946368978305478,https://pbs.twimg.com/media/HHn6WTTbAAAL7EN.jpg,bismillahyuk_,in,,0,3,0,https://x.com/undefined/status/2051946368978305478,56678103,
2051942827156980007,Wed May 06 08:43:46 +0000 2026,0,@babukucing123 @ojkindonesia @Gerindra percuma lip orang² ojk pada punya pinjol juga wkw,2051946009408979143,,babukucing123,in,,0,0,0,https://x.com/undefined/status/2051946009408979143,1389334721159520258,
2051829968456597516,Wed May 06 08:41:46 +0000 2026,0,@Hidupsebagai62 Aku diteror pinjol padahal bukan aku yg pinjam. Saat lapor ojk mereka minta aku lapor ke bagian lain . Lahh padahal jelas di website mereka ada aduan dan pilihannya terkait pengaduan pinjol. Apa gunanya bikin web begitu,2051945503542428064,,Hidupsebagai62,in,,0,0,0,https://x.com/undefined/status/2051945503542428064,969559708813033473,
2051919190446010673,Wed May 06 08:38:34 +0000 2026,0,@yappingfess Tahan diri plis pinjol buat ngonser ga worth it,2051944698508644481,,yappingfess,in,,0,0,0,https://x.com/undefined/status/2051944698508644481,2800886390,
2051943958293717070,Wed May 06 08:35:37 +0000 2026,1,Korban pinjol 2 THN Rupiah cepat sampai 141 juta Bayangi jika kalian di posisi ini Mobil nya HBS terjual Kita bantu keluar dari lingkaran PINJOL dengan Amn tanpa sebar data &amp; TDK ada DC ke rumah Kawal dampingi Sampai akhir #pinjol #korbanpinjol #pinjamanonline https://t.co/rayRRYAquw,2051943958293717070,https://pbs.twimg.com/media/HHn4JixaYAAyShl.jpg,,in,,0,0,0,https://x.com/undefined/status/2051943958293717070,1699704731504087040,
2051651819101921555,Wed May 06 08:35:29 +0000 2026,0,@willbe_vinns @mrtweepsID @dumppiezvap ga normal ka akupun sebagai mahasiswa ketetrannn perkara mau bayar uas saat itu ti ga ada uang nekat pinjol jdi lah galob tulobb,2051943924282151349,,willbe_vinns,in,,0,2,0,https://x.com/undefined/status/2051943924282151349,1940095685271158784,
2051829968456597516,Wed May 06 08:34:58 +0000 2026,0,@shazarities @Hidupsebagai62 Sebenernya kak bukan nomor kaka yg dipake kondar tapi si aplikasi pinjol emang nyedot semua data kontak yg di save sama yg minjem duit itu kaya saya nomor dealer sering bangeg dapet chat dan teror dari dc padahal kenal juga kaga tapi karna nomor saya di save jadi ikut di chat,2051943796301328827,,shazarities,in,,0,1,0,https://x.com/undefined/status/2051943796301328827,1655510735659876353,
2051829968456597516,Wed May 06 08:34:21 +0000 2026,0,@Hidupsebagai62 Maaf bang fakta pahitnya OJK ga perduli apapun yg terjadi sama nasabah. Karena mereka sendiri dapat cuan dari pinjol. Makanya lebih baik GALBAY NASIONAL,2051943639325261857,,Hidupsebagai62,in,,0,0,0,https://x.com/undefined/status/2051943639325261857,2865232267,
2051943118300442742,Wed May 06 08:32:17 +0000 2026,2,Apa itu kebocoran data? Kita sudah telanjang kok selama ini. Tuh iklan judol dan pinjol ganggu via SMS dan WA bebas aja. Di Australia mana ada tetiba dikontak iklan pinjol atau judol sekalipun SMS dan telepon di sini gratis (udah termasuk paket bulanan). ,2051943118300442742,,,in,,0,0,0,https://x.com/undefined/status/2051943118300442742,1961364036,
2051829968456597516,Wed May 06 08:32:00 +0000 2026,0,@Pecandubolaaa @Hidupsebagai62 @ojkindonesia Kakk kejadiannya sama bgt kayak teman kuliahku dulu. Hpnya ilang dicuri bbrapa jam kmudian kluar notif pinjol di emailnya. Pinjol sopi sma gpay. Total 30jt. Dia udh reach out lapor sna sini tpi gaada kjelasan. Huhu ksian bgt dia smpai hmpir bundir. Untung kami 24/7 ngwasin dia.,2051943049165684893,,Pecandubolaaa,in,,0,1,0,https://x.com/undefined/status/2051943049165684893,940784810817044480,
2051571235394658326,Wed May 06 08:25:19 +0000 2026,0,@B3doel___ Komcad dc pinjol nih..,2051941365282693631,,B3doel___,in,,0,0,0,https://x.com/undefined/status/2051941365282693631,1574988712865599490,
2051940364735672446,Wed May 06 08:21:25 +0000 2026,0,penggugat untuk seluruhnya dalam perkara gugatan warga negara (citizen law suit) terkait pinjaman online (pinjol) yang semula telah diputuskan melalui kasasi oleh putusan Mahkamah Agung Republik Indonesia Nomor 1206 K/Pdt/2024. https://t.co/8m3wdy1Yaw,2051940383500955680,https://pbs.twimg.com/media/HHn05OYbQAERUcF.jpg,LBH_Jakarta,in,,0,1,0,https://x.com/undefined/status/2051940383500955680,280942957,
2051827722771730885,Wed May 06 08:19:23 +0000 2026,0,@WillyXO @kynmngla dari pada bayar bunga pinjol?,2051939872219541572,,WillyXO,in,,0,1,0,https://x.com/undefined/status/2051939872219541572,68115922,
2051676423405056083,Wed May 06 08:15:38 +0000 2026,0,@agataafck @SeismicSys @oxdfahmadd Id cardnya bisa buat pinjol gak ini,2051938930749272080,,agataafck,in,,0,1,0,https://x.com/undefined/status/2051938930749272080,741502517851234305,
2051829968456597516,Wed May 06 08:14:09 +0000 2026,0,@Hidupsebagai62 Makanya jangan sosoan pinjol baru tau rasa kan,2051938556197924961,,Hidupsebagai62,in,,0,0,0,https://x.com/undefined/status/2051938556197924961,586145480,
2051827722771730885,Wed May 06 08:10:47 +0000 2026,0,@nael_idrx Realitanya di yang terakhir wkwkkw orang pada pinjol tuh karena diliat gak pake kolateral,2051937709539905598,,nael_idrx,in,,0,1,0,https://x.com/undefined/status/2051937709539905598,2786916832,
2051919190446010673,Wed May 06 08:07:56 +0000 2026,0,@yappingfess jgn pernah sentuh pinjol sih nder,2051936990439125292,,yappingfess,in,,0,0,0,https://x.com/undefined/status/2051936990439125292,708514869021028352,
2051719270514696435,Wed May 06 08:07:23 +0000 2026,1,@terminsungitis 9 jt dapet pinjol terus kena tipu lengkap sudah ,2051936851355943412,,terminsungitis,in,,0,0,0,https://x.com/undefined/status/2051936851355943412,586145480,
2051898542034124906,Wed May 06 08:05:23 +0000 2026,0,@tanyarlfes tenang itu cuma gertakan. kalau disamperin langsung suruh mereka beberin data siapa yg pinjol. terus dari kamu ancam balik dc karena sudah menggangu privasi orang lain,2051936348412756310,,tanyarlfes,in,,0,0,0,https://x.com/undefined/status/2051936348412756310,2043670138180829184,
2051936036952129889,Wed May 06 08:04:08 +0000 2026,0,Halo min bisa kasih petunjuk ini siapa ya dan kenapa bisa telfon terus dan di hp langsung ada tulisan potensi penipuan. Plis ganggu banget saya gak pernah daftar pinjol/main slot tapi di teror terus @Telkomsel #spamcall #telkomsel https://t.co/I6FqOftSly,2051936036952129889,https://pbs.twimg.com/media/HHnw82baQAAc7Qu.jpg,,in,,0,1,0,https://x.com/undefined/status/2051936036952129889,1193202665661943808,
2051871567681094008,Wed May 06 08:02:34 +0000 2026,2,@masssdho97 Penagihan pinjol itu wajar jika nasabah wanprestasi. Hutang memang menghambat karir. Usahakan bayar tepat waktu ya https://t.co/u4ycm2hvki,2051935638979801469,,masssdho97,in,,0,0,1,https://x.com/undefined/status/2051935638979801469,155157511,
2051934905152700736,Wed May 06 07:59:39 +0000 2026,0,Abis baca ini gak relate karena gue cuma malas foto dan upload dan takut foto gue jadi bahan pinjol (dan gue merasa selalu jelek),2051934905152700736,,,in,,0,0,0,https://x.com/undefined/status/2051934905152700736,1913157802262142976,
2051934544182526322,Wed May 06 07:58:13 +0000 2026,0,ada cowo minjem duit? eh ketauan pinjol? punya kebiasaan judol? RUNNNNNN GIRLLL,2051934544182526322,,,in,,0,0,0,https://x.com/undefined/status/2051934544182526322,341327629,
2051934149175599146,Wed May 06 07:56:38 +0000 2026,0,halo aku open pinpri start 2 jt keatas ya bisa dicicil bulanan. ️ no fake acc irt cowo. ️ new cust welcome bisa req tenor &amp; nominal. yg galbay pinjol &amp; butuh big nom bisa konsul langsung di dm yaa! fast resp #pinpri #pinjamanpribadi #zonauang,2051934149175599146,,,in,,0,0,0,https://x.com/undefined/status/2051934149175599146,1509800901216677888,
2051571830893473868,Wed May 06 07:56:29 +0000 2026,0,@TheEconopost Polarisasi antar produk keuangan menunjukkan masyarakat lbh memilih solusi cepat dan murah akses (pinjol/gadai) daripada komitmen jangka panjang (leasing/perbankan). Narasi soft landing dengan pertumbuhan sekitar 5-5 5% tampak masuk akal asal risiko global dan NPL tdk memburuk,2051934108134322646,,TheEconopost,in,,0,0,0,https://x.com/undefined/status/2051934108134322646,107664351,
2051679040788894074,Wed May 06 07:51:58 +0000 2026,2,@yappingfess Kak. Cuma mau ngomong aja sejak awal kenal udah tau belum kalo calon suaminya perokok? Perokok itu... Bebal dan mayoritas memilih prioritasin rokok drpd hal lain. Sebelum memilih nikah harusnya sudah memperkirakan uang akan mengalir kemana. Ga kebayang utk rokok pun pinjol ,2051932973407351148,,yappingfess,in,,0,0,0,https://x.com/undefined/status/2051932973407351148,2029626041288019968,
